X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.0294188,-0.000667183,,0.0294188,-0.02293
0.0295751,-0.000509041,,0.0295751,-0.0302268
0.0297313,-0.000331338,,0.0297313,-0.0363589
0.0298876,-0.000140901,,0.0298876,-0.04109
0.0300438,5.49502e-05,,0.0300438,-0.0442383
0.0302001,0.00024869,,0.0302001,-0.0456833
0.0303563,0.000432873,,0.0303563,-0.0453706
0.0305126,0.00060042,,0.0305126,-0.0433134
0.0306688,0.000744894,,0.0306688,-0.0395924
0.0308251,0.000860742,,0.0308251,-0.0343519
0.0309813,0.000943512,,0.0309813,-0.0277944
0.0311376,0.000990024,,0.0311376,-0.0201724
0.0312938,0.000998489,,0.0312938,-0.011779
0.0314501,0.000968583,,0.0314501,-0.00293614
0.0316063,0.000901455,,0.0316063,0.00601734
0.0317626,0.000799685,,0.0317626,0.0147387
0.0319188,0.000667183,,0.0319188,0.0228943
0.0320751,0.000509041,,0.0320751,0.030172
0.0322313,0.000331338,,0.0322313,0.0362934
0.0323876,0.000140901,,0.0323876,0.0410237
0.0325438,-5.49502e-05,,0.0325438,0.0441814
0.0327001,-0.00024869,,0.0327001,0.0456444
0.0328563,-0.000432873,,0.0328563,0.0453556
0.0330126,-0.00060042,,0.0330126,0.0433247
0.0331688,-0.000744894,,0.0331688,0.0396282
0.0333251,-0.000860742,,0.0333251,0.0344067
0.0334813,-0.000943512,,0.0334813,0.0278599
0.0336376,-0.000990024,,0.0336376,0.0202387
0.0337938,-0.000998489,,0.0337938,0.0118359
0.0339501,-0.000968583,,0.0339501,0.00297506
0.0341063,-0.000901455,,0.0341063,-0.00600235
0.0342626,-0.000799685,,0.0342626,-0.0147499
0.0344188,-0.000667183,,0.0344188,-0.02293
0.0345751,-0.000509041,,0.0345751,-0.0302268
0.0347313,-0.000331338,,0.0347313,-0.0363589
0.0348876,-0.000140901,,0.0348876,-0.04109
0.0350438,5.49502e-05,,0.0350438,-0.0442383
0.0352001,0.00024869,,0.0352001,-0.0456833
0.0353563,0.000432873,,0.0353563,-0.0453706
0.0355126,0.00060042,,0.0355126,-0.0433134
0.0356688,0.000744894,,0.0356688,-0.0395924
0.0358251,0.000860742,,0.0358251,-0.0343519
0.0359813,0.000943512,,0.0359813,-0.0277944
0.0361376,0.000990024,,0.0361376,-0.0201724
0.0362938,0.000998489,,0.0362938,-0.011779
0.0364501,0.000968583,,0.0364501,-0.00293614
0.0366063,0.000901455,,0.0366063,0.00601734
0.0367626,0.000799685,,0.0367626,0.0147387
0.0369188,0.000667183,,0.0369188,0.0228943
0.0370751,0.000509041,,0.0370751,0.030172
0.0372313,0.000331338,,0.0372313,0.0362934
0.0373876,0.000140901,,0.0373876,0.0410237
0.0375438,-5.49502e-05,,0.0375438,0.0441814
0.0377001,-0.00024869,,0.0377001,0.0456444
0.0378563,-0.000432873,,0.0378563,0.0453556
0.0380126,-0.00060042,,0.0380126,0.0433247
0.0381688,-0.000744894,,0.0381688,0.0396282
0.0383251,-0.000860742,,0.0383251,0.0344067
0.0384813,-0.000943512,,0.0384813,0.0278599
0.0386376,-0.000990024,,0.0386376,0.0202387
0.0387938,-0.000998489,,0.0387938,0.0118359
0.0389501,-0.000968583,,0.0389501,0.00297506
0.0391063,-0.000901455,,0.0391063,-0.00600235
0.0392626,-0.000799685,,0.0392626,-0.0147499
0.0394188,-0.000667183,,0.0394188,-0.02293
0.0395751,-0.000509041,,0.0395751,-0.0302268
0.0397313,-0.000331338,,0.0397313,-0.0363589
0.0398876,-0.000140901,,0.0398876,-0.04109
0.0400438,5.49502e-05,,0.0400438,-0.0442383
0.0402001,0.00024869,,0.0402001,-0.0456833
0.0403563,0.000432873,,0.0403563,-0.0453706
0.0405126,0.00060042,,0.0405126,-0.0433134
0.0406688,0.000744894,,0.0406688,-0.0395924
0.0408251,0.000860742,,0.0408251,-0.0343519
0.0409813,0.000943512,,0.0409813,-0.0277944
0.0411376,0.000990024,,0.0411376,-0.0201724
0.0412938,0.000998489,,0.0412938,-0.011779
0.0414501,0.000968583,,0.0414501,-0.00293614
0.0416063,0.000901455,,0.0416063,0.00601734
0.0417626,0.000799685,,0.0417626,0.0147387
0.0419188,0.000667183,,0.0419188,0.0228943
0.0420751,0.000509041,,0.0420751,0.030172
0.0422313,0.000331338,,0.0422313,0.0362934
0.0423876,0.000140901,,0.0423876,0.0410237
0.0425438,-5.49502e-05,,0.0425438,0.0441814
0.0427001,-0.00024869,,0.0427001,0.0456444
0.0428563,-0.000432873,,0.0428563,0.0453556
0.0430126,-0.00060042,,0.0430126,0.0433247
0.0431688,-0.000744894,,0.0431688,0.0396282
0.0433251,-0.000860742,,0.0433251,0.0344067
0.0434813,-0.000943512,,0.0434813,0.0278599
0.0436376,-0.000990024,,0.0436376,0.0202387
0.0437938,-0.000998489,,0.0437938,0.0118359
0.0439501,-0.000968583,,0.0439501,0.00297506
0.0441063,-0.000901455,,0.0441063,-0.00600235
0.0442626,-0.000799685,,0.0442626,-0.0147499
0.0444188,-0.000667183,,0.0444188,-0.02293
0.0445751,-0.000509041,,0.0445751,-0.0302268
0.0447313,-0.000331338,,0.0447313,-0.0363589
0.0448876,-0.000140901,,0.0448876,-0.04109
0.0450438,5.49502e-05,,0.0450438,-0.0442383
0.0452001,0.00024869,,0.0452001,-0.0456833
0.0453563,0.000432873,,0.0453563,-0.0453706
0.0455126,0.00060042,,0.0455126,-0.0433134
0.0456688,0.000744894,,0.0456688,-0.0395924
0.0458251,0.000860742,,0.0458251,-0.0343519
0.0459813,0.000943512,,0.0459813,-0.0277944
0.0461376,0.000990024,,0.0461376,-0.0201724
0.0462938,0.000998489,,0.0462938,-0.011779
0.0464501,0.000968583,,0.0464501,-0.00293614
0.0466063,0.000901455,,0.0466063,0.00601734
0.0467626,0.000799685,,0.0467626,0.0147387
0.0469188,0.000667183,,0.0469188,0.0228943
0.0470751,0.000509041,,0.0470751,0.030172
0.0472313,0.000331338,,0.0472313,0.0362934
0.0473876,0.000140901,,0.0473876,0.0410237
0.0475438,-5.49502e-05,,0.0475438,0.0441814
0.0477001,-0.00024869,,0.0477001,0.0456444
0.0478563,-0.000432873,,0.0478563,0.0453556
0.0480126,-0.00060042,,0.0480126,0.0433247
0.0481688,-0.000744894,,0.0481688,0.0396282
0.0483251,-0.000860742,,0.0483251,0.0344067
0.0484813,-0.000943512,,0.0484813,0.0278599
0.0486376,-0.000990024,,0.0486376,0.0202387
0.0487938,-0.000998489,,0.0487938,0.0118359
0.0489501,-0.000968583,,0.0489501,0.00297506
0.0491063,-0.000901455,,0.0491063,-0.00600235
0.0492626,-0.000799685,,0.0492626,-0.0147499
0.0494188,-0.000667183,,0.0494188,-0.02293
0.0495751,-0.000509041,,0.0495751,-0.0302268
0.0497313,-0.000331338,,0.0497313,-0.0363589
0.0498876,-0.000140901,,0.0498876,-0.04109
0.0500438,5.49502e-05,,0.0500438,-0.0442383
0.0502001,0.00024869,,0.0502001,-0.0456833
0.0503563,0.000432873,,0.0503563,-0.0453706
0.0505126,0.00060042,,0.0505126,-0.0433134
0.0506688,0.000744894,,0.0506688,-0.0395924
0.0508251,0.000860742,,0.0508251,-0.0343519
0.0509813,0.000943512,,0.0509813,-0.0277944
0.0511376,0.000990024,,0.0511376,-0.0201724
0.0512938,0.000998489,,0.0512938,-0.011779
0.0514501,0.000968583,,0.0514501,-0.00293614
0.0516063,0.000901455,,0.0516063,0.00601734
0.0517626,0.000799685,,0.0517626,0.0147387
0.0519188,0.000667183,,0.0519188,0.0228943
0.0520751,0.000509041,,0.0520751,0.030172
0.0522313,0.000331338,,0.0522313,0.0362934
0.0523876,0.000140901,,0.0523876,0.0410237
0.0525438,-5.49502e-05,,0.0525438,0.0441814
0.0527001,-0.00024869,,0.0527001,0.0456444
0.0528563,-0.000432873,,0.0528563,0.0453556
0.0530126,-0.00060042,,0.0530126,0.0433247
0.0531688,-0.000744894,,0.0531688,0.0396282
0.0533251,-0.000860742,,0.0533251,0.0344067
0.0534813,-0.000943512,,0.0534813,0.0278599
0.0536376,-0.000990024,,0.0536376,0.0202387
0.0537938,-0.000998489,,0.0537938,0.0118359
0.0539501,-0.000968583,,0.0539501,0.00297506
0.0541063,-0.000901455,,0.0541063,-0.00600235
0.0542626,-0.000799685,,0.0542626,-0.0147499
0.0544188,-0.000667183,,0.0544188,-0.02293
0.0545751,-0.000509041,,0.0545751,-0.0302268
0.0547313,-0.000331338,,0.0547313,-0.0363589
0.0548876,-0.000140901,,0.0548876,-0.04109
0.0550438,5.49502e-05,,0.0550438,-0.0442383
0.0552001,0.00024869,,0.0552001,-0.0456833
0.0553563,0.000432873,,0.0553563,-0.0453706
0.0555126,0.00060042,,0.0555126,-0.0433134
0.0556688,0.000744894,,0.0556688,-0.0395924
0.0558251,0.000860742,,0.0558251,-0.0343519
0.0559813,0.000943512,,0.0559813,-0.0277944
0.0561376,0.000990024,,0.0561376,-0.0201724
0.0562938,0.000998489,,0.0562938,-0.011779
0.0564501,0.000968583,,0.0564501,-0.00293614
0.0566063,0.000901455,,0.0566063,0.00601734
0.0567626,0.000799685,,0.0567626,0.0147387
0.0569188,0.000667183,,0.0569188,0.0228943
0.0570751,0.000509041,,0.0570751,0.030172
0.0572313,0.000331338,,0.0572313,0.0362934
0.0573876,0.000140901,,0.0573876,0.0410237
0.0575438,-5.49502e-05,,0.0575438,0.0441814
0.0577001,-0.00024869,,0.0577001,0.0456444
0.0578563,-0.000432873,,0.0578563,0.0453556
0.0580126,-0.00060042,,0.0580126,0.0433247
0.0581688,-0.000744894,,0.0581688,0.0396282
0.0583251,-0.000860742,,0.0583251,0.0344067
0.0584813,-0.000943512,,0.0584813,0.0278599
0.0586376,-0.000990024,,0.0586376,0.0202387
0.0587938,-0.000998489,,0.0587938,0.0118359
0.0589501,-0.000968583,,0.0589501,0.00297506
0.0591063,-0.000901455,,0.0591063,-0.00600235
0.0592626,-0.000799685,,0.0592626,-0.0147499
0.0594188,-0.000667183,,0.0594188,-0.02293
0.0595751,-0.000509041,,0.0595751,-0.0302268
0.0597313,-0.000331338,,0.0597313,-0.0363589
0.0598876,-0.000140901,,0.0598876,-0.04109
0.0600438,5.49502e-05,,0.0600438,-0.0442383
0.0602001,0.00024869,,0.0602001,-0.0456833
0.0603563,0.000432873,,0.0603563,-0.0453706
0.0605126,0.00060042,,0.0605126,-0.0433134
0.0606688,0.000744894,,0.0606688,-0.0395924
0.0608251,0.000860742,,0.0608251,-0.0343519
0.0609813,0.000943512,,0.0609813,-0.0277944
0.0611376,0.000990024,,0.0611376,-0.0201724
0.0612938,0.000998489,,0.0612938,-0.011779
0.0614501,0.000968583,,0.0614501,-0.00293614
0.0616063,0.000901455,,0.0616063,0.00601734
0.0617626,0.000799685,,0.0617626,0.0147387
0.0619188,0.000667183,,0.0619188,0.0228943
0.0620751,0.000509041,,0.0620751,0.030172
0.0622313,0.000331338,,0.0622313,0.0362934
0.0623876,0.000140901,,0.0623876,0.0410237
0.0625438,-5.49502e-05,,0.0625438,0.0441814
0.0627001,-0.00024869,,0.0627001,0.0456444
0.0628563,-0.000432873,,0.0628563,0.0453556
0.0630126,-0.00060042,,0.0630126,0.0433247
0.0631688,-0.000744894,,0.0631688,0.0396282
0.0633251,-0.000860742,,0.0633251,0.0344067
0.0634813,-0.000943512,,0.0634813,0.0278599
0.0636376,-0.000990024,,0.0636376,0.0202387
0.0637938,-0.000998489,,0.0637938,0.0118359
0.0639501,-0.000968583,,0.0639501,0.00297506
0.0641063,-0.000901455,,0.0641063,-0.00600235
0.0642626,-0.000799685,,0.0642626,-0.0147499
0.0644188,-0.000667183,,0.0644188,-0.02293
0.0645751,-0.000509041,,0.0645751,-0.0302268
0.0647313,-0.000331338,,0.0647313,-0.0363589
0.0648876,-0.000140901,,0.0648876,-0.04109
0.0650438,5.49502e-05,,0.0650438,-0.0442383
0.0652001,0.00024869,,0.0652001,-0.0456833
0.0653563,0.000432873,,0.0653563,-0.0453706
0.0655126,0.00060042,,0.0655126,-0.0433134
0.0656688,0.000744894,,0.0656688,-0.0395924
0.0658251,0.000860742,,0.0658251,-0.0343519
0.0659813,0.000943512,,0.0659813,-0.0277944
0.0661376,0.000990024,,0.0661376,-0.0201724
0.0662938,0.000998489,,0.0662938,-0.011779
0.0664501,0.000968583,,0.0664501,-0.00293614
0.0666063,0.000901455,,0.0666063,0.00601734
0.0667626,0.000799685,,0.0667626,0.0147387
0.0669188,0.000667183,,0.0669188,0.0228943
0.0670751,0.000509041,,0.0670751,0.030172
0.0672313,0.000331338,,0.0672313,0.0362934
0.0673876,0.000140901,,0.0673876,0.0410237
0.0675438,-5.49502e-05,,0.0675438,0.0441814
0.0677001,-0.00024869,,0.0677001,0.0456444
0.0678563,-0.000432873,,0.0678563,0.0453556
0.0680126,-0.00060042,,0.0680126,0.0433247
0.0681688,-0.000744894,,0.0681688,0.0396282
0.0683251,-0.000860742,,0.0683251,0.0344067
0.0684813,-0.000943512,,0.0684813,0.0278599
0.0686376,-0.000990024,,0.0686376,0.0202387
0.0687938,-0.000998489,,0.0687938,0.0118359
0.0689501,-0.000968583,,0.0689501,0.00297506
0.0691063,-0.000901455,,0.0691063,-0.00600235
0.0692626,-0.000799685,,0.0692626,-0.0147499
0.0694188,-0.000667183,,0.0694188,-0.02293
0.0695751,-0.000509041,,0.0695751,-0.0302268
0.0697313,-0.000331338,,0.0697313,-0.0363589
0.0698876,-0.000140901,,0.0698876,-0.04109
0.0700438,5.49502e-05,,0.0700438,-0.0442383
0.0702001,0.00024869,,0.0702001,-0.0456833
0.0703563,0.000432873,,0.0703563,-0.0453706
0.0705126,0.00060042,,0.0705126,-0.0433134
0.0706688,0.000744894,,0.0706688,-0.0395924
0.0708251,0.000860742,,0.0708251,-0.0343519
0.0709813,0.000943512,,0.0709813,-0.0277944
0.0711376,0.000990024,,0.0711376,-0.0201724
0.0712938,0.000998489,,0.0712938,-0.011779
0.0714501,0.000968583,,0.0714501,-0.00293614
0.0716063,0.000901455,,0.0716063,0.00601734
0.0717626,0.000799685,,0.0717626,0.0147387
0.0719188,0.000667183,,0.0719188,0.0228943
0.0720751,0.000509041,,0.0720751,0.030172
0.0722313,0.000331338,,0.0722313,0.0362934
0.0723876,0.000140901,,0.0723876,0.0410237
0.0725438,-5.49502e-05,,0.0725438,0.0441814
0.0727001,-0.00024869,,0.0727001,0.0456444
0.0728563,-0.000432873,,0.0728563,0.0453556
0.0730126,-0.00060042,,0.0730126,0.0433247
0.0731688,-0.000744894,,0.0731688,0.0396282
0.0733251,-0.000860742,,0.0733251,0.0344067
0.0734813,-0.000943512,,0.0734813,0.0278599
0.0736376,-0.000990024,,0.0736376,0.0202387
0.0737938,-0.000998489,,0.0737938,0.0118359
0.0739501,-0.000968583,,0.0739501,0.00297506
0.0741063,-0.000901455,,0.0741063,-0.00600235
0.0742626,-0.000799685,,0.0742626,-0.0147499
0.0744188,-0.000667183,,0.0744188,-0.02293
0.0745751,-0.000509041,,0.0745751,-0.0302268
0.0747313,-0.000331338,,0.0747313,-0.0363589
0.0748876,-0.000140901,,0.0748876,-0.04109
0.0750438,5.49502e-05,,0.0750438,-0.0442383
0.0752001,0.00024869,,0.0752001,-0.0456833
0.0753563,0.000432873,,0.0753563,-0.0453706
0.0755126,0.00060042,,0.0755126,-0.0433134
0.0756688,0.000744894,,0.0756688,-0.0395924
0.0758251,0.000860742,,0.0758251,-0.0343519
0.0759813,0.000943512,,0.0759813,-0.0277944
0.0761376,0.000990024,,0.0761376,-0.0201724
0.0762938,0.000998489,,0.0762938,-0.011779
0.0764501,0.000968583,,0.0764501,-0.00293614
0.0766063,0.000901455,,0.0766063,0.00601734
0.0767626,0.000799685,,0.0767626,0.0147387
0.0769188,0.000667183,,0.0769188,0.0228943
0.0770751,0.000509041,,0.0770751,0.030172
0.0772313,0.000331338,,0.0772313,0.0362934
0.0773876,0.000140901,,0.0773876,0.0410237
0.0775438,-5.49502e-05,,0.0775438,0.0441814
0.0777001,-0.00024869,,0.0777001,0.0456444
0.0778563,-0.000432873,,0.0778563,0.0453556
0.0780126,-0.00060042,,0.0780126,0.0433247
0.0781688,-0.000744894,,0.0781688,0.0396282
0.0783251,-0.000860742,,0.0783251,0.0344067
0.0784813,-0.000943512,,0.0784813,0.0278599
0.0786376,-0.000990024,,0.0786376,0.0202387
0.0787938,-0.000998489,,0.0787938,0.0118359
0.0789501,-0.000968583,,0.0789501,0.00297506
0.0791063,-0.000901455,,0.0791063,-0.00600235
0.0792626,-0.000799685,,0.0792626,-0.0147499
0.0794188,-0.000667183,,0.0794188,-0.02293
0.0795751,-0.000509041,,0.0795751,-0.0302268
0.0797313,-0.000331338,,0.0797313,-0.0363589
0.0798876,-0.000140901,,0.0798876,-0.04109
0.0800438,5.49502e-05,,0.0800438,-0.0442383
0.0802001,0.00024869,,0.0802001,-0.0456833
0.0803563,0.000432873,,0.0803563,-0.0453706
0.0805126,0.00060042,,0.0805126,-0.0433134
0.0806688,0.000744894,,0.0806688,-0.0395924
0.0808251,0.000860742,,0.0808251,-0.0343519
0.0809813,0.000943512,,0.0809813,-0.0277944
0.0811376,0.000990024,,0.0811376,-0.0201724
0.0812938,0.000998489,,0.0812938,-0.011779
0.0814501,0.000968583,,0.0814501,-0.00293614
0.0816063,0.000901455,,0.0816063,0.00601734
0.0817626,0.000799685,,0.0817626,0.0147387
0.0819188,0.000667183,,0.0819188,0.0228943
0.0820751,0.000509041,,0.0820751,0.030172
0.0822313,0.000331338,,0.0822313,0.0362934
0.0823876,0.000140901,,0.0823876,0.0410237
0.0825438,-5.49502e-05,,0.0825438,0.0441814
0.0827001,-0.00024869,,0.0827001,0.0456444
0.0828563,-0.000432873,,0.0828563,0.0453556
0.0830126,-0.00060042,,0.0830126,0.0433247
0.0831688,-0.000744894,,0.0831688,0.0396282
